match_id,radiant_win
6,0.8078050091257446
7,0.7186024558496223
10,0.17882095496871037
13,0.8765734107075397
16,0.2808581081426982
18,0.32627309193639276
19,0.498932136847463
24,0.5627081095521209
33,0.2130185780828314
37,0.6984681020494914
41,0.131706293006844
42,0.31519157614844917
55,0.15946643054677148
60,0.641028877315407
62,0.5591183718153078
63,0.6273292677102296
64,0.07981816845418295
71,0.5648220254666592
72,0.3145569887144946
83,0.4828997152840314
85,0.785869472790962
89,0.9122324854400745
92,0.7047725133839419
100,0.9602919916420485
102,0.8971276079885769
108,0.5039283090847196
111,0.8068381341920422
126,0.1875595639172611
130,0.05847805503664611
140,0.7460033997717354
141,0.2735142429732712
152,0.8137516151126958
153,0.6973457256672269
159,0.5476961887891937
160,0.6024329960032185
163,0.5571937060766448
178,0.598726262343264
179,0.3088678691912872
181,0.6335717202519714
196,0.16176603498286857
206,0.12139753581678897
209,0.5285039911257351
216,0.5037863940576569
228,0.08492786870890826
230,0.3964515192873893
242,0.6682715891856016
245,0.1852140477153632
261,0.5224615296066124
274,0.49219719456149735
282,0.675746521235236
289,0.4847233555841791
296,0.0855443960350789
297,0.5514980646148054
302,0.28698195600316007
304,0.02438967693655432
313,0.804601982992017
316,0.46659011405364903
317,0.36722994760887545
344,0.8528232431818772
348,0.7203077822773113
352,0.5809263958612146
354,0.5916197127525362
361,0.45507442946598403
362,0.22753514711389494
363,0.693774950001859
365,0.35201532136951974
375,0.29156610722109083
380,0.32011687411784695
384,0.5215336771064378
394,0.7928123706298245
399,0.6234999703820103
404,0.7454691739451558
406,0.655120153141973
430,0.13894662879157008
432,0.31194025624733646
443,0.4219096162335433
463,0.5907909472518267
467,0.528846542127046
474,0.15562560155142274
488,0.21451650653220258
502,0.8960958378314557
503,0.2854984250700007
507,0.3152498082771655
508,0.35736163244695884
509,0.4766633078328129
516,0.31120695137734566
528,0.265998396293668
542,0.6829855254613986
547,0.15369442104868444
552,0.5141092143446816
555,0.6093070765268533
561,0.608366010107347
569,0.8394793145566231
575,0.9212851691704282
576,0.8295428199770024
582,0.17573506065335634
585,0.4068315128721289
586,0.6119649868368722
590,0.7949562261710721
592,0.23292294399935742
598,0.3165356373800651
599,0.24066024894030674
600,0.5686104351504723
601,0.5411962833609191
603,0.25335692686822175
617,0.4886683848414279
628,0.4611677935768828
634,0.13308165719399226
635,0.3239782357620137
639,0.40903561333410404
644,0.6958228378453146
646,0.7374484494161092
650,0.07407630077872573
659,0.795652724268405
663,0.4477615261417811
668,0.6704678672240384
670,0.38903791887528216
678,0.40652640260608414
679,0.2532842165438411
686,0.7928834563912296
694,0.2745066227238765
696,0.8737777013777626
